Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Compound Name,Compound PubChem CID,Compound PubChem URL,Compound Concentration (microMolar),CAS,Compound SMILES,Control Type,Comment [Control Type Comments],Quality Control,Comment [Quality Control Comments],Channels
preZ,A1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Herpes simplex virus type 1,NCBITaxon,NCBITaxon_10309,A549,EFO,EFO_0007555,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,3519.3,67-68-5,CS(=O)C,negative control,0.03%,solvent control,"pass, non-toxic in absence of infection",Hoechst:nuclei;GFP:infection
preZ,A10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Herpes simplex virus type 1,NCBITaxon,NCBITaxon_10309,A549,EFO,EFO_0007555,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,3519.3,67-68-5,CS(=O)C,negative control,0.03%,solvent control,"pass, non-toxic in absence of infection",Hoechst:nuclei;GFP:infection
preZ,A11,Homo sapiens,NCBITaxon,NCBITaxon_9606,Herpes simplex virus type 1,NCBITaxon,NCBITaxon_10309,A549,EFO,EFO_0007555,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,3519.3,67-68-5,CS(=O)C,negative control,0.03%,solvent control,"pass, non-toxic in absence of infection",Hoechst:nuclei;GFP:infection
preZ,A12,Homo sapiens,NCBITaxon,NCBITaxon_9606,Herpes simplex virus type 1,NCBITaxon,NCBITaxon_10309,A549,EFO,EFO_0007555,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,3519.3,67-68-5,CS(=O)C,negative control,0.03%,solvent control,"pass, non-toxic in absence of infection",Hoechst:nuclei;GFP:infection
preZ,A13,Homo sapiens,NCBITaxon,NCBITaxon_9606,Herpes simplex virus type 1,NCBITaxon,NCBITaxon_10309,A549,EFO,EFO_0007555,Ganciclovir,135398740,https://pubchem.ncbi.nlm.nih.gov/compound/135398740,25,82410-32-0,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,positive control,,inhibits herpesvirus replication,,Hoechst:nuclei;GFP:infection
preZ,A14,Homo sapiens,NCBITaxon,NCBITaxon_9606,Herpes simplex virus type 1,NCBITaxon,NCBITaxon_10309,A549,EFO,EFO_0007555,Ganciclovir,135398740,https://pubchem.ncbi.nlm.nih.gov/compound/135398740,25,82410-32-0,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,positive control,,inhibits herpesvirus replication,,Hoechst:nuclei;GFP:infection
preZ,A15,Homo sapiens,NCBITaxon,NCBITaxon_9606,Herpes simplex virus type 1,NCBITaxon,NCBITaxon_10309,A549,EFO,EFO_0007555,Ganciclovir,135398740,https://pubchem.ncbi.nlm.nih.gov/compound/135398740,25,82410-32-0,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,positive control,,inhibits herpesvirus replication,,Hoechst:nuclei;GFP:infection
preZ,A16,Homo sapiens,NCBITaxon,NCBITaxon_9606,Herpes simplex virus type 1,NCBITaxon,NCBITaxon_10309,A549,EFO,EFO_0007555,Ganciclovir,135398740,https://pubchem.ncbi.nlm.nih.gov/compound/135398740,25,82410-32-0,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,positive control,,inhibits herpesvirus replication,,Hoechst:nuclei;GFP:infection
preZ,A17,Homo sapiens,NCBITaxon,NCBITaxon_9606,Herpes simplex virus type 1,NCBITaxon,NCBITaxon_10309,A549,EFO,EFO_0007555,Ganciclovir,135398740,https://pubchem.ncbi.nlm.nih.gov/compound/135398740,25,82410-32-0,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,positive control,,inhibits herpesvirus replication,,Hoechst:nuclei;GFP:infection
preZ,A18,Homo sapiens,NCBITaxon,NCBITaxon_9606,Herpes simplex virus type 1,NCBITaxon,NCBITaxon_10309,A549,EFO,EFO_0007555,Ganciclovir,135398740,https://pubchem.ncbi.nlm.nih.gov/compound/135398740,25,82410-32-0,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,positive control,,inhibits herpesvirus replication,,Hoechst:nuclei;GFP:infection
